id,raw_news_id,title,url,content,source,category,published_at,content_length,status,created_at,updated_at,summary,summary_model,summary_status,summary_created_at,summary_updated_at
41,11,"용혜인, 과거 본인이 징계안 냈던 의원들에게 이번엔 검증받는다 - 경기일보",https://news.google.com/rss/articles/CBMiW0FVX3lxTFBMRHBEbGxIQjBuWVVDX2hGUFRRS0pKWGhYalJoQ1RMeG1zaWVBSl9OY0wyTkpQaHBXYmloV3ZSUTZnd2JTdm1tX1pnWU9vdzQ3UFQ3VnpCT1pCSjQ?oc=5,"용혜인, 과거 본인이 징계안 냈던 의원들에게 이번엔 검증받는다 경기일보 기본소득당 ""용혜인 겸직 해야…선례 없다고? 새로운 선례 만들 것"" v.daum.net [서울광장] 고위공직자에게 필요한 공정이란 seoul.co.kr 용혜인黨, 비례의원직 사퇴 일축…“새로운 선례 만들어지는 것” 동아일보 용혜인 “성차별 묵인 의혹 청문회서 답변” KBS 뉴스",주요 뉴스 - Google 뉴스,기타,2026-09-07T12:37:53+00:00,195,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
42,12,대미투자 1호는 ‘30조 텍사스 가스발전소’…원전 8기도 검토 - hani.co.kr,https://news.google.com/rss/articles/CBMidEFVX3lxTE1kQVJnM0pSaXlaclNpLUQ5cHZDSWotbEN1SDMxNjlJS1kySnFBYzVBaUIyWW1USnNLc1VGUENwNVNRSTdPSDlFNk44bTkyUlpMQ280X2lJX1VMMVRQdHVHdWFWTlR1LVdMa0h4dFFyUjkyT0My?oc=5,"대미투자 1호는 ‘30조 텍사스 가스발전소’…원전 8기도 검토 hani.co.kr (설명자료)대미투자 관련, 제1호 프로젝트는 확정된 바가 없습니다 대한민국 정책브리핑 대미투자 1호는 30조원 텍사스 가스발전소 seoul.co.kr '초대형 잭팟일까, 바가지일까'…美에 20조 원전 8기 짓는 韓 hankyung.com 대미투자 1호는 가스발전소... 대형 원전 8기 건설도 유력 chosun.com",주요 뉴스 - Google 뉴스,기타,2026-09-07T13:09:00+00:00,223,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
43,13,李대통령 지지도 37.4%로 또 최저치…서울·2030 지지율 20%대[리얼미터](종합) - 연합뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBySmMtekUtcFU1NkJEYmRneGUtaGVUZldOcFNiOUFuS3FwY013R0lfT29FYTlvWU9NYWUxbzJBTktxcXl3bi1BMTRqa3pVdGJ3R0dxN2NqOGxGZE3SAWBBVV95cUxOUFBWRWF2V2JiSzF1VDRfUDNISFU2eWs1Tjd0R083VDB6R0hTbmVhZFRMSENOaS05b0xQVEZ1ZWxXYjE4b0liZVJIMFZaSlY1d1NQeXJxNjg5MlZxb0E3SGo?oc=5,"李대통령 지지도 37.4%로 또 최저치…서울·2030 지지율 20%대[리얼미터](종합) 연합뉴스 김어준의 ‘꽃’, “李 잘한다” 47.1% 8연속 하락 최저…‘개각 잘못’ 55% 과반 v.daum.net 김어준 “대통령 지지, 한달내 20%대 가능성” 문화일보 대통령 지지율 하락에, 김어준 “한달 내 20%대 가능” 조국 “지지층 마음 건드려” 주간경향 이 대통령 지지율 8주 연속 하락…김어준 ""20%대 추락 가능"" JTBC",주요 뉴스 - Google 뉴스,기타,2026-09-07T00:28:04+00:00,239,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
44,14,"[단독]“‘장모 찬스’ 영끌매수 홍지선, 이자소득세 안 낸 의혹” - 동아일보",https://news.google.com/rss/articles/CBMid0FVX3lxTFA4ZGhLRl9FV1dmNkd4NFp6UTJNWW4tSmI5UDdvY3NvSmRQLVFCbnd4YlVZSUhsNm9LQlVqeEQzOTMxQjF1MWhFRjBmV2VsVjFrRV9MRDF0djFEQ1FhYjVCSGRBb2tDRGZMQ3NzbWcwNGRPMWV3UHVB0gFmQVVfeXFMTlVQOVNNYlBLaWpfTWcxaFpfc0liU2wta0I4dVkwUnB1YzFkbDVydkhQbWhzZGl4TDRBQlZUTWJxcjZncmhCWnN1QkFqMF9NNnNVQ294NlZpTkNUd05zLXl4blpyS1Rn?oc=5,"[단독]“‘장모 찬스’ 영끌매수 홍지선, 이자소득세 안 낸 의혹” 동아일보 정점식 “국토장관 후보자, 성남·경기라인의 부동산정책 점령” v.daum.net “성남 라인이 개각 주도했나”…‘李 측근’ 겨누는 국힘 부산일보 홍지선 장관행에 빈 국토부 2차관…후임은 내부냐 외부냐 news1.kr [단독] 장관 후보자들 서울 아파트 李정부 1년만에 27% 뛰었다 서울경제",주요 뉴스 - Google 뉴스,기타,2026-09-07T08:15:00+00:00,204,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
45,15,"러시아 “독일, 다시 전쟁 원하나”…‘공항 폭탄 드론’ 배후 지목에 반발 - hani.co.kr",https://news.google.com/rss/articles/CBMiggFBVV95cUxPTDd3Nk54OG1JZHV0WlFjdEYwRzdRVkE1cVpuTEZiSVE3OFI3WENMVjNwWmJGTllVSVFPb3M4X1ZsTVRscjhRdDNXT2MtOVZ0NmRwX2gwcVNLeHJ4bXBGZDVMSVVYZzRZcXY0REZTRmZHTWRuTHI3bk9xcVpfS2xiZ0FB?oc=5,"러시아 “독일, 다시 전쟁 원하나”…‘공항 폭탄 드론’ 배후 지목에 반발 hani.co.kr ""독일, 전쟁 원한다…사실상 선포"" 세계대전까지 거론됐다는데, 무슨 일 v.daum.net 러, 상트페테르부르크 獨 총영사관 폐쇄…드론 갈등 '점입가경' news1.kr ""유럽, 러 하이브리드 전쟁 억제 실패"" 연합뉴스 “사실상 선전포고”…독일, 러 하이브리드 공격 막는 ‘드론 방어 부대’ 배치 [핫이슈] nownews.seoul.co.kr",주요 뉴스 - Google 뉴스,기타,2026-09-07T09:12:00+00:00,243,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
46,16,"대한체육회·경찰, 충돌 없이 핸드볼경기장 진입…봉쇄시위 95일만 - 연합뉴스TV",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE8xNWdoaDRsbGoyS29IS0xTVXhjYlFpM0NzTUtjbGJGMEstTXZLMThFUUNrS19GcVVYanZybVlVcFNMbXhvb1N6TGFkLV9fT2VfWi0zbkxFRnIxQ1JJZGNRU3ZVX2xZMUk?oc=5,"대한체육회·경찰, 충돌 없이 핸드볼경기장 진입…봉쇄시위 95일만 연합뉴스TV [속보] 대한체육회, '개표소 봉쇄' 95일만 핸드볼경기장 진입 성공 MBC 뉴스 올림픽공원 핸드볼경기장서 선거용품 확인하는 장동혁 국민의힘 대표 [TF사진관] v.daum.net [속보]장동혁, 경찰 진입 ‘올공 경기장’ 현장 도착…경기장 내로 들어가 경향신문 자료 반출하는 대한체육회 산하 9개 종목 단체 관계자들 뉴시스",주요 뉴스 - Google 뉴스,기타,2026-09-08T01:11:00+00:00,224,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
47,17,[스팟+터뷰] 이기헌 민주당 의원 “파병은 헌법과 국익에 맞지 않아…트럼프에 멈추라고 이야기할 때가 됐다” - 경향신문,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1uMGJlYjNYWlFpT1FWVFlpWC0yTmhpbHR0bGkyaE1rSTRDZlpRZHJPWDB0VWVVNlY0bjFWUUw3eEpPcFlSMkR1d2hrQmJ2X2xxblM3VEpvMUdEd9IBX0FVX3lxTE5QWHp1TXdjWmczSXkyN3pFR0djUlh3RGIyX1FINDRBOFhMTXNmZlFNelJSV0ZJYnBPWWFwd1E2R0M0c1NVQ0g0NTVPSVliaFVfYlFNdFFPaHh5WWl5c3BN?oc=5,"[스팟+터뷰] 이기헌 민주당 의원 “파병은 헌법과 국익에 맞지 않아…트럼프에 멈추라고 이야기할 때가 됐다” 경향신문 이란, 한글로 한국 겨냥 ""호르무즈 군사개입시 심각한 결과""(종합2보) 연합뉴스 [기고]한국군 호르무즈 파병, 공격작전 불참·한국 생명선 지키기가 기준 돼야…김태준의 美·이란戰 중계 문화일보 호르무즈 기여 시기 놓치고 운신 폭 축소 … 외교·안보·경제까지 번진 청구서 뉴데일리 [월드앤이슈] 이란, '한글'로 파병 경고…美노동절 기름값 최고치 v.daum.net",주요 뉴스 - Google 뉴스,기타,2026-09-07T21:00:00+00:00,267,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
48,18,"靑, 김승원·용혜인 그대로 간다… ""청문회 거쳐야"" - 조선일보",https://news.google.com/rss/articles/CBMikAFBVV95cUxNakNudnBULXdHUTczVEhZYk04SC1JNzgtV2p3bXlxMFZXNGktTUZFb2d6NWc0cFBqcDBYYVhLUU1OQmppTjFYb1ZvM2ViTFFLcGRLNER5amJhczNyUWV0NDZJRXYtTlE3b09ybFZlaFNjUy1LSkdZX0dCZjM1TTUzcVFzQVhWQlZtSVZ1Yk1sVkE?oc=5,"靑, 김승원·용혜인 그대로 간다… ""청문회 거쳐야"" 조선일보 김승원·용혜인 지명 철회 선 그은 청와대 “인사청문회 거쳐야” 경향신문 김민석 “공항서 李대통령에 ‘용혜인 부적격’ 전달? 사실과 달라” 문화일보 반복되는 인사 논란에 경향신문 “‘명픽’ 거스르지 못했기 때문 아니냐” 미디어오늘 靑 “與 지도부가 용혜인 부적격 의견 전달한 바 없어” 동아일보",주요 뉴스 - Google 뉴스,기타,2026-09-07T20:39:00+00:00,197,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
49,19,"이 대통령, 초대 중수청장에 김지용 변호사 지명 - 한겨레",https://news.google.com/rss/articles/CBMia0FVX3lxTE5oUEMwT3ZvNFNrcWdfVDhCWkdUY2IwVllhUEZsT1F2amp0VEt5UGhQTGx5MnE5NExHNmFHaDlSdXdJREVXZnNEZjVSV1FPQmRsc2JrbG8tc29YMTBrUlpva3N5cGNhZmZIOHk0?oc=5,"이 대통령, 초대 중수청장에 김지용 변호사 지명 한겨레 초대 중수청장 후보에 검찰 출신 김지용 변호사 법률신문 [연합뉴스 이 시각 헤드라인] - 07:30 연합뉴스 이 대통령, 김지용 초대 중수청장 후보 지명 v.daum.net [단독] 중수청장 청문회 준비팀 구성… 檢수사관 10명 파견 세계일보",주요 뉴스 - Google 뉴스,기타,2026-09-08T00:27:00+00:00,166,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
50,20,"“한동훈, 자료유출 되치기 한심”…국힘 당권파에 홍준표 “똑똑하네” - 한겨레",https://news.google.com/rss/articles/CBMidEFVX3lxTE0ycXU3Zm9zTTkyNVFWU01WRUlTd09DclhFSXpYeERkMzlRdmZHWTB5U253dm5WLVN3OS02dHotLUhEUWstcW4yb3lmUVBsZjFYd3VFWkNfV3VfcnhQMTJlVFpMcFk4U2Z4eTFqTjdwMkgwUnV6?oc=5,"“한동훈, 자료유출 되치기 한심”…국힘 당권파에 홍준표 “똑똑하네” 한겨레 [속보]“‘오빠로비’ 약점 김승원, 대통령이 검증한 것…그래야 시키는대로하지” 한동훈의 말 문화일보 국힘, 與에 '인사농단' 맹공…""김현지·브로커 모두 국회 불러야"" 연합뉴스 김승원 '신약 청탁' 의혹 고발 사건, 영등포경찰서 배당 MBC 뉴스 서영교 ""한동훈 철저히 수사해야…필요시 특검"" vs 韓 ""꿈 깨라"" v.daum.net",주요 뉴스 - Google 뉴스,기타,2026-09-08T02:16:00+00:00,227,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
51,21,"대한민국과 프랑스, 영화·영상의 길을 환히 비추다 - 카드/한컷 | 멀티미디어 - 대한민국 정책브리핑",https://news.google.com/rss/articles/CBMibkFVX3lxTFBLbk1NVUlBNWJfMXBJdTJQSGhobVY4RzdZNk5jZjJxeExIOUtEd3VSdEk3MWtpY0d5MmdnQmxiMWFoeERLYm5EWGJPajRnbXd3cDQxaFhzQXVYdk5NNjFrdzlSSlZ1UG8xMjVrMDZR?oc=5,"대한민국과 프랑스, 영화·영상의 길을 환히 비추다 - 카드/한컷 | 멀티미디어 대한민국 정책브리핑 “아내가 찍어오라고 했다”…이 대통령, 프랑스서 전도연과 셀카 v.daum.net 영화·영상 관련 라운드테이블 - 사진 | 멀티미디어 대한민국 정책브리핑 한-프, 장관급 ‘전략산업대화’ 신설…산업·통상·공급망 전략적 협력체계 지디넷코리아 대한민국과 프랑스, 영화·영상의 길을 환히 비추다 - 전체 | 카드/한컷 | 멀티미디어 대한민국 정책브리핑",주요 뉴스 - Google 뉴스,기타,2026-09-08T01:41:15+00:00,247,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
52,22,김승원 ‘배우자 부동산 신고 누락’에 “상속세 납부하겠다” - KBS 뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5nQU1MSWI5c1Z0cEVvWExpTTJzTnNJMHoxNGxsOTF6WkVIQzUtWHl3VE5rdDRHSzVJU0RpSXdmTzFpdEJmS2pRbkNBUkxrU25fZjVpTDVDM2xyOWc?oc=5,"김승원 ‘배우자 부동산 신고 누락’에 “상속세 납부하겠다” KBS 뉴스 [단독] 김승원, 대안교육법 몰라 '배우자 대안학교' 등록 못했다는데 … 알고보니 金이 법안 발의 뉴데일리 주진우 “김승원 가족 조합, 순이익 반토막에도 가족급여 30% 증가” 동아일보 김승원 가족 인건비 논란에…협동조합단체 ""정당한 노동 폄훼"" 연합뉴스 김승원 부인 돌봄센터 '학교' 무단 표기에 교육당국 ""시정 조치"" MBC 뉴스",주요 뉴스 - Google 뉴스,기타,2026-09-08T00:26:00+00:00,226,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
53,23,뺑소니 도주하고 지인에 덮어씌운 ‘위증 사건’…형소법 개정 후 처벌 공백 우려 - 한겨레,https://news.google.com/rss/articles/CBMickFVX3lxTE5OUjhDSVRRbUFBbTRRVGI0WWRDY2xmdzNDaHlta05mbE53YWhWbmZMa0Q4STY3MGZiWE1qei1heGNNbHVDZTFXRGdpSHdBM1h6QUV0WmxFd295T2JDQmxTUFk4QVJDQjd1TWZUSnpJV3lOdw?oc=5,"뺑소니 도주하고 지인에 덮어씌운 ‘위증 사건’…형소법 개정 후 처벌 공백 우려 한겨레 정청래 “공소청 직제안, 검사 수사권 부활 오해 남겨…재고 필요” 경향신문 추미애 “공소청 직제 개정안, 법무부 염치도 미래 비전도 없어” 경기일보 검찰청 폐지 앞두고…범여권서 공소청 직제 '수사권 부활' 우려 잇따라 v.daum.net 대검, 수사권폐지 앞두고 차장검사 회의 열어 사건처리계획 전달 연합뉴스",주요 뉴스 - Google 뉴스,기타,2026-09-07T22:16:00+00:00,220,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
54,24,[단독] 이소영 고액 후원자 배우자 공천...野 “‘공천 헌금’ 논란” - 조선일보,https://news.google.com/rss/articles/CBMikAFBVV95cUxQa2VLMDJCVzBiNERNMXZXajZnUDJTZFREX2Q4UjgtQmJBNXdtTHBaZ3JRTDMyS01CVWJBTUVSN2dUOHJocXFEMkgxRW9RaE1YeE9JSlU0bmV4OHd0RkFQT3lXQ3hPZ2dzNlJUYUY2MHdQTzU3OXVGZlBDR3BNQ0hOVHRjejNya0pvZzlGbkVNTTE?oc=5,"[단독] 이소영 고액 후원자 배우자 공천...野 “‘공천 헌금’ 논란” 조선일보 이소영, 시의원 후보들에 고액 후원금 받아… 野 “공천 헌금 의혹” v.daum.net 김앤장 출신 이소영 부부, 모친에 2억 무이자 대여…증여세 논란 주간조선 ""이소영 母, 딸 부부에 전세금 2억 빌리며 증여세 누락"" YTN 이소영 중기부 장관 후보자 자질 논란 확산… 입법·세금 문제 도마 브릿지경제",주요 뉴스 - Google 뉴스,기타,2026-09-07T09:23:30+00:00,214,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
55,25,"검찰, ‘실종 허위 종결’ 제주경찰청·서부서 압수수색 - KBS 뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE8tUmI1WS1QNndydV9KNUNvVjQ5TURaN3BFTmM0VWFkaUpFVERZcE1ZSW90a2ZELUlScXF2bFVGalJSSGZFMWlCSFZxc3V0dFJIdVNBeGN0R3VkUlE?oc=5,"검찰, ‘실종 허위 종결’ 제주경찰청·서부서 압수수색 KBS 뉴스 ""경찰도 못 찾은 범인을 봤다?""…제주사건 유족들 '분통' [불신 청구서] 한국경제 검찰, 실종 허위 종결 제주청·서부서 압수수색 MBC 뉴스 검찰, ‘제주 실종 허위종결’ 사태 제주 경찰 압수수색 경향신문 '실종 허위종결' 검찰 강제수사… 제주경찰청·서부서 동시 압수수색 v.daum.net",주요 뉴스 - Google 뉴스,기타,2026-09-08T01:47:00+00:00,200,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:54,,,,,
56,26,Jellyfin 12.0,https://jellyfin.org/posts/jellyfin-release-12.0/,Jellyfin 12.0,https://news.ycombinator.com/news,기타,,13,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:55,,,,,
57,27,I've factored the RSA keys of a Certificate Authority from the 90s,https://mcpherrin.ca/2026/09/07/rsa.html,I've factored the RSA keys of a Certificate Authority from the 90s,https://news.ycombinator.com/news,기타,,66,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:55,,,,,
58,28,TALA Is Open-Source,https://d2lang.com/blog/tala-is-open-source/,TALA Is Open-Source,https://news.ycombinator.com/news,기타,,19,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:55,,,,,
59,29,"Watch Los Angeles get built, one building at a time (1880–2026)",https://lax-skyline.parcelscope.net/,"Watch Los Angeles get built, one building at a time (1880–2026)",https://news.ycombinator.com/news,기타,,63,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:55,,,,,
60,30,Show HN: Stuxnet – A reconstructed source code of the infamous cyber-weapon,https://github.com/Sadpainy/Stuxnet,Show HN: Stuxnet – A reconstructed source code of the infamous cyber-weapon,https://news.ycombinator.com/news,기타,,75,cleaned,2026-09-08T02:48:32,2026-09-09T20:58:55,,,,,
